"searchedTranscript","gene","EnsemblID","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate","patient1_healthy","patient2_healthy","patient3_healthy","patient4_healthy","patient5_healthy","patient6_healthy","patient7_healthy","patient8_healthy","patient9_healthy","patient10_healthy","patient1_diseased","patient2_diseased","patient3_diseased","patient4_diseased","patient5_diseased","patient6_diseased","patient7_diseased","patient8_diseased","patient9_diseased","patient10_diseased","HealthyMean","DiseasedMean","FoldChange","DifferentialExpression","notGene"
"ENST00000555952","FRMD6","ENSG00000139926
","                                            FRMD6 (FERM Domain Containing 6) is a Protein Coding gene.                                            Diseases associated with FRMD6 include Wilson-Turner X-Linked Mental Retardation Syndrome.                                            Among its related pathways are Neuroscience and Hippo signaling pathway - multiple species.                                                                                        An important paralog of this gene is EPB41L3.","                                            FRMD6 (FERM Domain Containing 6) is a Protein Coding gene.                                            Diseases associated with FRMD6 include Wilson-Turner X-Linked Mental Retardation Syndrome.                                            Among its related pathways are Neuroscience and Hippo signaling pathway - multiple species.                                                                                        An important paralog of this gene is EPB41L3.","no summary","Mon Dec 07 10:25:00 2020",3.56,1.45,0.66,1.05,1.09,1.15,12.88,3.21,1.74,4.15,0.79,0.67,0.43,0.65,0.21,1.13,2.47,0.57,1.38,4.56,2.98,1.28,0.43,-1.69,FALSE
"ENST00000555966","","ENSG00000258843","                                            ENSG00000258843  is an Uncategorized gene.                                                                                                                                                                                ","                                            ENSG00000258843  is an Uncategorized gene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:15:51 2020",0,0,0,4.13,0,0,0,0.57,0,0,1.5,0,0,0,0,0,0,0,0,0.83,0.52,0.23,0.45,-0.29,TRUE
"ENST00000556080","","ENSG00000258620","                                            ENSG00000258620  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000258620  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:15:52 2020",0,0,0,0,0,0,5.69,0,0,0,0,0,0,0,0,0,1.42,0,1.33,0,0.63,0.27,0.43,-0.36,TRUE
"ENST00000556146","CDK2","ENSG00000123374
","This gene encodes a member of a family of serine/threonine protein kinases that participate in cell cycle regulation. The encoded protein is the catalytic subunit of the cyclin-dependent protein kinase complex, which regulates progression through the cell cycle. Activity of this protein is especially critical during the G1 to S phase transition. This protein associates with and regulated by other subunits of the complex including cyclin A or E, CDK inhibitor p21Cip1 (CDKN1A), and p27Kip1 (CDKN1B). Alternative splicing results in multiple transcript variants. [provided by RefSeq, Mar 2014]","                                            CDK2 (Cyclin Dependent Kinase 2) is a Protein Coding gene.                                            Diseases associated with CDK2 include Breast Cancer and Glioblastoma Multiforme.                                            Among its related pathways are ATM Pathway and Regulation of activated PAK-2p34 by proteasome mediated degradation.                                            Gene Ontology (GO) annotations related to this gene include transferase activity, transferring phosphorus-containing groups and protein tyrosine kinase activity.                                            An important paralog of this gene is CDK3.","Serine/threonine-protein kinase involved in the control of the cell cycle; essential for meiosis, but dispensable for mitosis. Phosphorylates CTNNB1, USP37, p53/TP53, NPM1, CDK7, RB1, BRCA2, MYC, NPAT, EZH2. Triggers duplication of centrosomes and DNA. Acts at the G1-S transition to promote the E2F transcriptional program and the initiation of DNA synthesis, and modulates G2 progression; controls the timing of entry into mitosis/meiosis by controlling the subsequent activation of cyclin B/CDK1 by phosphorylation, and coordinates the activation of cyclin B/CDK1 at the centrosome and in the nucleus. Crucial role in orchestrating a fine balance between cellular proliferation, cell death, and DNA repair in human embryonic stem cells (hESCs). Activity of CDK2 is maximal during S phase and G2; activated by interaction with cyclin E during the early stages of DNA synthesis to permit G1-S transition, and subsequently activated by cyclin A2 (cyclin A1 in germ cells) during the late stages of DNA replication to drive the transition from S phase to mitosis, the G2 phase. EZH2 phosphorylation promotes H3K27me3 maintenance and epigenetic gene silencing. Phosphorylates CABLES1 (By similarity). Cyclin E/CDK2 prevents oxidative stress-mediated Ras-induced senescence by phosphorylating MYC. Involved in G1-S phase DNA damage checkpoint that prevents cells with damaged DNA from initiating mitosis; regulates homologous recombination-dependent repair by phosphorylating BRCA2, this phosphorylation is low in S phase when recombination is active, but increases as cells progress towards mitosis. In response to DNA damage, double-strand break repair by homologous recombination a reduction of CDK2-mediated BRCA2 phosphorylation. Phosphorylation of RB1 disturbs its interaction with E2F1. NPM1 phosphorylation by cyclin E/CDK2 promotes its dissociates from unduplicated centrosomes, thus initiating centrosome duplication. Cyclin E/CDK2-mediated phosphorylation of NPAT at G1-S transition and until prophase stimulates the NPAT-mediated activation of histone gene transcription during S phase. Required for vitamin D-mediated growth inhibition by being itself inactivated. Involved in the nitric oxide- (NO) mediated signaling in a nitrosylation/activation-dependent manner. USP37 is activated by phosphorylation and thus triggers G1-S transition. CTNNB1 phosphorylation regulates insulin internalization. Phosphorylates FOXP3 and negatively regulates its transcriptional activity and protein stability (By similarity). Phosphorylates CDK2AP2 (PubMed:12944431). Phosphorylates ERCC6 which is essential for its chromatin remodeling activity at DNA double-strand breaks (PubMed:29203878).
                         CDK2_HUMAN,P24941
                         ","Mon Dec 07 10:24:59 2020",0,0,0,0,0,0,0,0.5,0,0,0.08,0,0,0.16,0,0,0,0,0,0,0.06,0.02,0.44,-0.03,FALSE
"ENST00000556228","","ENSG00000258747","                                            ENSG00000258747  is an Uncategorized gene.                                                                                                                                                                                ","                                            ENSG00000258747  is an Uncategorized gene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:15:52 2020",0,0,1.14,0,1.27,0,0,0.27,0,0,0,0.48,0.13,0,0,0,0.16,0.34,0,0.1,0.3,0.12,0.41,-0.18,TRUE
"ENST00000556271","","ENSG00000258569","                                            ENSG00000258569  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000258569  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:15:54 2020",0,0,0,0,0.36,0,0.61,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0.11,0.04,0.4,-0.06,TRUE
"ENST00000556332","","ENSG00000258851","                                            ENSG00000258851  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000258851  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:15:55 2020",0.4,0.49,0.86,0.94,0.34,0.21,0,1.29,0.61,0,0.8,0.21,0,0,0,0.21,0,0,1.28,0.3,0.57,0.28,0.49,-0.29,TRUE
"ENST00000556366","NDRG2","ENSG00000165795
","This gene is a member of the N-myc downregulated gene family which belongs to the alpha/beta hydrolase superfamily. The protein encoded by this gene is a cytoplasmic protein that may play a role in neurite outgrowth. This gene may be involved in glioblastoma carcinogenesis. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2017]","                                            NDRG2 (NDRG Family Member 2) is a Protein Coding gene.                                            Diseases associated with NDRG2 include Charcot-Marie-Tooth Disease, Type 4D and Alzheimer Disease.                                            Among its related pathways are Validated targets of C-MYC transcriptional repression and Angiogenesis (CST).                                                                                        An important paralog of this gene is NDRG4.","Contributes to the regulation of the Wnt signaling pathway. Down-regulates CTNNB1-mediated transcriptional activation of target genes, such as CCND1, and may thereby act as tumor suppressor. May be involved in dendritic cell and neuron differentiation.
                         NDRG2_HUMAN,Q9UN36
                         ","Mon Dec 07 10:25:06 2020",0.35,0,0.79,0,0,0,0,0,0,0.76,0.16,0,0,0.36,0,0,0,0,0.09,0,0.13,0.06,0.48,-0.07,FALSE
"ENST00000556580","NGDN","ENSG00000129460
","Neuroguidin is an EIF4E (MIM 133440)-binding protein that interacts with CPEB (MIM 607342) and functions as a translational regulatory protein during development of the vertebrate nervous system (Jung et al., 2006 [PubMed 16705177]).[supplied by OMIM, Mar 2008]","                                            NGDN (Neuroguidin) is a Protein Coding gene.                                            Diseases associated with NGDN include Polycystic Lipomembranous Osteodysplasia With Sclerosing Leukoencephalopathy 1.                                                                                                                                    An important paralog of this gene is UTP3.","Involved in the translational repression of cytoplasmic polyadenylation element (CPE)-containing mRNAs.
                         NGDN_HUMAN,Q8NEJ9
                         ","Mon Dec 07 10:24:57 2020",0,0,0,0,0,0,0.53,0.77,0.35,0,0,0,0,0,0,0,0,0.36,0,0.31,0.18,0.07,0.37,-0.12,FALSE
"ENST00000556642","","ENSG00000259168","                                            ENSG00000259168  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000259168  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:15:55 2020",0,0,0,0,0,0,2.13,0.83,1.49,0,0,0,0,2.21,0,0,0,0,0,0,0.49,0.22,0.45,-0.27,TRUE
"ENST00000556770","","ENSG00000259094","                                            ENSG00000259094  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000259094  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:15:56 2020",0.29,0,0.32,0,0.35,0,0.07,0,0.15,0,0.15,0.08,0.15,0,0.08,0,0,0.08,0.09,0,0.13,0.06,0.47,-0.07,TRUE
"ENST00000557036","CATSPERB","ENSG00000133962
","                                            CATSPERB (Cation Channel Sperm Associated Auxiliary Subunit Beta) is a Protein Coding gene.                                                                                        Among its related pathways are Fertilization.                                                                                        ","                                            CATSPERB (Cation Channel Sperm Associated Auxiliary Subunit Beta) is a Protein Coding gene.                                                                                        Among its related pathways are Fertilization.                                                                                        ","Probably involved in sperm cell hyperactivation via its association with CATSPER1. Sperm cell hyperactivation is needed for sperm motility which is essential late in the preparation of sperm for fertilization.
                         CTSRB_HUMAN,Q9H7T0
                         ","Mon Dec 07 10:25:02 2020",0.03,0,0,0,0.11,0.1,0.09,0.04,0,0,0,0.03,0,0.03,0,0,0.03,0.02,0.03,0.03,0.04,0.02,0.44,-0.02,FALSE
"ENST00000557048","","ENSG00000259066","                                            ENSG00000259066  is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include ubiquitin-protein transferase activity.                                            An important paralog of this gene is UBR7.","                                            ENSG00000259066  is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include ubiquitin-protein transferase activity.                                            An important paralog of this gene is UBR7.","no summary","Mon Dec 07 09:15:56 2020",0,0.28,0,0,0.6,0,0.78,0,0,0,0,0,0.4,0,0,0,0,0,0.38,0,0.18,0.08,0.42,-0.11,TRUE
"ENST00000557194","","ENSG00000258960","                                            ENSG00000258960  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000258960  is a Pseudogene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:15:57 2020",0,0,0.62,0.26,0,0,0.22,0,0,0.47,0,0,0,0,0,0,0,0.26,0.25,0,0.12,0.05,0.41,-0.07,TRUE
"ENST00000557474","","ENSG00000258435","                                            ENSG00000258435  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000258435  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:15:58 2020",0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0.04,0.02,0.48,-0.02,TRUE
"ENST00000557475","","ENSG00000258943","                                            ENSG00000258943  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000258943  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:15:59 2020",0.36,0.51,0,0,0.23,0,0,0.1,0.56,0,0.09,0,0,0.09,0,0.2,0,0.2,0.19,0,0.2,0.08,0.4,-0.12,TRUE
"ENST00000559134","","ENSG00000259488","                                            ENSG00000259488  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000259488  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","Y RNA
                        RF00019
                        ","Mon Dec 07 09:15:59 2020",0.72,0.21,0,0,0.62,0,0.18,0.2,1.22,0.4,0.19,0.57,0,0,0,0,0.61,0.21,0,0,0.35,0.16,0.45,-0.19,TRUE
"ENST00000559299","","ENSG00000259692","                                            ENSG00000259692  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000259692  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:00 2020",0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0.24,0,0.05,0.02,0.48,-0.03,TRUE
"ENST00000559544","","ENSG00000259598","                                            ENSG00000259598  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000259598  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:01 2020",0,0,0.52,0.23,0.33,0,0,0.43,0.2,0,0.4,0,0.2,0,0,0,0,0.24,0,0,0.19,0.08,0.44,-0.11,TRUE
"ENST00000559594","","ENSG00000259502","                                            ENSG00000259502  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000259502  is a Pseudogene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:01 2020",0,0.35,0.59,0,0,0,0,0.17,0,0.48,0,0,0,0.32,0,0,0,0,0,0.22,0.12,0.05,0.43,-0.07,TRUE
"ENST00000559614","","ENSG00000259242","                                            ENSG00000259242  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000259242  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:02 2020",0,0.17,0.02,0.09,0,0,0.08,0.08,0.08,0,0,0,0,0,0.17,0,0,0,0.08,0,0.06,0.02,0.43,-0.03,TRUE
"ENST00000559710","TCF12","ENSG00000140262
","The protein encoded by this gene is a member of the basic helix-loop-helix (bHLH) E-protein family that recognizes the consensus binding site (E-box) CANNTG. This encoded protein is expressed in many tissues, among them skeletal muscle, thymus, B- and T-cells, and may participate in regulating lineage-specific gene expression through the formation of heterodimers with other bHLH E-proteins. Several alternatively spliced transcript variants of this gene have been described, but the full-length nature of some of these variants has not been determined. [provided by RefSeq, Jul 2008]","                                            TCF12 (Transcription Factor 12) is a Protein Coding gene.                                            Diseases associated with TCF12 include Craniosynostosis 3 and Isolated Plagiocephaly.                                            Among its related pathways are ERK Signaling and Human Embryonic Stem Cell Pluripotency.                                            Gene Ontology (GO) annotations related to this gene include DNA-binding transcription factor activity and protein heterodimerization activity.                                            An important paralog of this gene is TCF4.","Transcriptional regulator. Involved in the initiation of neuronal differentiation. Activates transcription by binding to the E box (5'-CANNTG-3').
                         HTF4_HUMAN,Q99081
                         ","Mon Dec 07 10:21:49 2020",7.33,0,0,9.24,0,0.81,0,0,0.97,1.03,0.88,0,0,2.89,3.42,2.58,0,0,0,0,2.04,0.98,0.48,-1.06,FALSE
"ENST00000559739","","ENSG00000259349","                                            ENSG00000259349  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000259349  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:02 2020",0,3.74,0.77,0,0.98,0,0,0,0,0,0.36,0.61,0,0,0,0,0,0,1.25,0,0.61,0.22,0.37,-0.39,TRUE
"ENST00000559954","","ENSG00000259708","                                            ENSG00000259708  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000259708  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:03 2020",0,1.79,2.24,2.43,1.68,1.12,0,0,0,0,1.54,0,1.56,0,0.04,1.04,0,0.61,0,0,1.03,0.48,0.47,-0.55,TRUE
"ENST00000559968","","ENSG00000259648","                                            ENSG00000259648  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000259648  is a Pseudogene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:03 2020",0,0.26,0.11,0,0.04,0,0,0.04,0,0,0,0.21,0,0,0,0,0,0,0,0,0.05,0.02,0.42,-0.03,TRUE
"ENST00000560259","","ENSG00000259423","                                            ENSG00000259423  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000259423  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:04 2020",0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0.43,0,0,0.09,0.04,0.47,-0.05,TRUE
"ENST00000560324","","ENSG00000259418","                                            ENSG00000259418  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000259418  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:05 2020",0,0.94,0,0,0.71,0.22,0.4,0,0.21,0,0.21,0.43,0,0,0,0.22,0.22,0,0,0,0.28,0.11,0.39,-0.17,TRUE
"ENST00000560405","","ENSG00000229212","                                            ENSG00000229212  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000229212  is a Pseudogene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:06 2020",0.32,0,1.08,0.69,0,0,0,0.61,0,4.17,0,0,0,0,0.2,0.09,0.52,0.38,0,0,0.3,0.12,0.4,-0.18,TRUE
"ENST00000560647","","ENSG00000259354","                                            ENSG00000259354  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000259354  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","microRNA mir-147
                        RF00693
                        ","Mon Dec 07 09:16:06 2020",0,0,0,0.74,0,0.32,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.4,0.12,0.05,0.42,-0.07,TRUE
"ENST00000560688","","ENSG00000259757","                                            ENSG00000259757  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000259757  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:07 2020",0,0,0,0,0,0,0,0.3,0,0,0,0,0.14,0,0,0,0,0,0,0,0.03,0.01,0.42,-0.02,TRUE
"ENST00000560709","","ENSG00000259278","                                            ENSG00000259278  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000259278  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:07 2020",0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0.04,0.02,0.44,-0.02,TRUE
"ENST00000561382","","ENSG00000251393","                                            ENSG00000251393  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000251393  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:08 2020",0,0.44,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0.11,0.04,0.37,-0.07,TRUE
"ENST00000562076","","ENSG00000261341","                                            ENSG00000261341  is a Protein Coding gene.                                                                                                                                                                                ","                                            ENSG00000261341  is a Protein Coding gene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:08 2020",0,0,2.21,0,0,2.43,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0.52,0.23,0.45,-0.28,TRUE
"ENST00000562127","","ENSG00000260763","                                            ENSG00000260763  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000260763  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:09 2020",0.11,0.04,0.02,0.1,0.06,0.02,0.13,0.17,0.02,0.09,0.04,0.06,0.06,0.04,0,0.02,0,0.06,0.04,0.04,0.07,0.03,0.47,-0.04,TRUE
"ENST00000562158","","ENSG00000261364","                                            ENSG00000261364  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000261364  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:09 2020",0.25,0.37,0.28,0,0.1,0,0,0,0.08,0.6,0,0,0.14,0,0.3,0,0,0,0,0,0.12,0.04,0.37,-0.08,TRUE
"ENST00000562315","","ENSG00000260213","                                            ENSG00000260213  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000260213  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:10 2020",0,0,0,1.86,0.98,0,0.26,0.93,2.91,0,0.61,0.28,0.27,0,0,0.55,0.28,0.31,1.37,0,0.77,0.37,0.48,-0.4,TRUE
"ENST00000562341","","ENSG00000259854","                                            ENSG00000259854  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000259854  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:10 2020",0,0,0.02,0,0.05,0,0,0,0.07,0,0.02,0,0,0,0.02,0,0,0.02,0,0,0.02,0.01,0.42,-0.01,TRUE
"ENST00000562497","","ENSG00000261527","                                            ENSG00000261527  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000261527  is a Pseudogene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:11 2020",0,0,0.14,0,0,0.15,0,0.73,0,0,0,0,0,0,0.28,0.15,0,0,0,0,0.11,0.04,0.38,-0.07,TRUE
"ENST00000562833","","ENSG00000260836","                                            ENSG00000260836  is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include nucleic acid binding and structural constituent of ribosome.                                            An important paralog of this gene is CPEB1.","                                            ENSG00000260836  is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include nucleic acid binding and structural constituent of ribosome.                                            An important paralog of this gene is CPEB1.","no summary","Mon Dec 07 09:16:12 2020",0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0.06,0.03,0.49,-0.03,TRUE
"ENST00000563057","","ENSG00000260657","                                            ENSG00000260657  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000260657  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:12 2020",0,0,1.42,0,2.42,1.05,0.94,1.1,0,0,0.49,0.51,0,0.49,0,0.98,0,0.58,0.54,0,0.77,0.36,0.46,-0.41,TRUE
"ENST00000563190","","ENSG00000261273","                                            ENSG00000261273  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000261273  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:13 2020",0,2.3,1.09,0,1.33,0.4,1.77,4.52,0,0,0,1.93,1.47,0,0,0,0,0.43,0.4,1.27,1.27,0.55,0.44,-0.72,TRUE
"ENST00000563242","","ENSG00000260410","                                            ENSG00000260410  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000260410  is a Pseudogene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:13 2020",0,0.15,0.08,0,0,0.07,0,0,0,0,0.07,0,0.07,0,0,0,0,0,0,0,0.03,0.01,0.42,-0.02,TRUE
"ENST00000563347","","ENSG00000261673","                                            ENSG00000261673  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000261673  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:14 2020",0,1.17,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0.13,0.05,0.41,-0.08,TRUE
"ENST00000563435","","ENSG00000261044","                                            ENSG00000261044  is an RNA Gene, and is affiliated with the lncRNA class.                                            Diseases associated with ENSG00000261044 include Visual Epilepsy.                                                                                                                                    ","                                            ENSG00000261044  is an RNA Gene, and is affiliated with the lncRNA class.                                            Diseases associated with ENSG00000261044 include Visual Epilepsy.                                                                                                                                    ","no summary","Mon Dec 07 09:16:14 2020",0,0,0,0,0,0.24,0.66,0,0,0,0,0,0,0,0,0,0.23,0,0.24,0,0.1,0.05,0.47,-0.05,TRUE
"ENST00000563634","","ENSG00000260371","                                            ENSG00000260371  is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is COG8.","                                            ENSG00000260371  is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is COG8.","no summary","Mon Dec 07 09:16:16 2020",0,0,0,5.08,0,0,0,0,0,3.07,0,0,1.03,0,0,0,0,0,1.17,0,0.56,0.22,0.39,-0.34,TRUE
"ENST00000563916","","ENSG00000260798","                                            ENSG00000260798  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000260798  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:17 2020",0.37,0,1,0,0,1.03,0.37,0,0,0.1,0.97,0,0,0,0.19,0,0.2,0,0,0,0.31,0.14,0.44,-0.17,TRUE
"ENST00000564203","","ENSG00000261782","                                            ENSG00000261782  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000261782  is a Pseudogene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:18 2020",0.92,1.41,0.44,0.35,1.13,0.99,1.78,0.34,0,0,0.92,0.97,0,0,0.59,0,0,0,0,0.52,0.82,0.3,0.37,-0.52,TRUE
"ENST00000564212","","ENSG00000260086","                                            ENSG00000260086  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000260086  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:18 2020",0.69,0,0,0,0.13,0,0,0.22,0,0,0.3,0,0,0.1,0,0,0.11,0,0,0,0.11,0.05,0.44,-0.06,TRUE
"ENST00000564240","","ENSG00000261204","                                            ENSG00000261204  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000261204  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:19 2020",0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,0.3,0.12,0.41,-0.18,TRUE
"ENST00000564330","","ENSG00000260882","                                            ENSG00000260882  is a Pseudogene.                                                                                                                                                                                ","                                            ENSG00000260882  is a Pseudogene.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:19 2020",0,0,0,1.25,0,0,0,0.8,0,0,0.36,0,0.36,0.36,0,0,0,0,0,0,0.23,0.11,0.47,-0.12,TRUE
"ENST00000564358","","ENSG00000260701","                                            ENSG00000260701  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000260701  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:20 2020",0,0,0,0,0,0,0.7,0,0,1.1,0,0,0,0,0.35,0,0,0,0,0,0.08,0.04,0.45,-0.04,TRUE
"ENST00000564407","","ENSG00000259915","                                            ENSG00000259915  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","                                            ENSG00000259915  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ","no summary","Mon Dec 07 09:16:20 2020",0,0,0.03,0.62,0.04,0.04,0.03,0,0.18,0,0,0.04,0.14,0,0.04,0,0.11,0.11,0,0.03,0.1,0.05,0.45,-0.06,TRUE
