"searchedTranscript","transcriptGene"
"ENST00000587991","DNM2"
"ENST00000588009","TUBD1"
"ENST00000588115","C19orf57"
"ENST00000588120","ST6GALNAC2"
"ENST00000588144","LOC101927322"
"ENST00000588163","ZFP28"
"ENST00000588201","ROGDI"
"ENST00000588232","ATF7"
"ENST00000588372","RAD51D"
"ENST00000588428","NCLN"
"ENST00000588544","PSMC3IP"
"ENST00000588550","LINC00484"
"ENST00000588570","HAUS5"
"ENST00000588602","ZNF500"
"ENST00000588653","ZNF562"
"ENST00000588713","LIG3"
"ENST00000588729","PRELID3A"
"ENST00000588792","TMC6"
"ENST00000588843","LOC107985131"
"ENST00000588936","CLASRP"
"ENST00000588938","MAP4K1"
"ENST00000588980","U2AF1L4"
"ENST00000588981","TNNT1"
"ENST00000589027","FAM98C"
"ENST00000589048","PALM3"
"ENST00000589076","SMAD4"
"ENST00000589104","KDM4B"
"ENST00000589172","SYT5"
"ENST00000589263","ZNF451-AS1"
"ENST00000589272","RTBDN"
"ENST00000589312","ZNF451-AS1"
"ENST00000589338","KMT5C"
"ENST00000589361","OAZ1"
"ENST00000589449","TBX4"
"ENST00000589509","MKNK2"
"ENST00000589618","ASB16"
"ENST00000589668","ZNF253"
"ENST00000589683","RAMP2"
"ENST00000589753","ATG4D"
"ENST00000589822","AP1M1"
"ENST00000589897","TPM4"
"ENST00000589937","RFX1"
"ENST00000589964","CROCCP3"
"ENST00000590093","PPL"
"ENST00000590198","ROGDI"
"ENST00000590214","ARHGAP45"
"ENST00000590228","GNAL"
"ENST00000590244","APPBP2"
"ENST00000590281","FAAP24"
"ENST00000590286","MAN1A2P1"
"ENST00000590305","ZNF57"
"ENST00000590319","ZNF506"
"ENST00000590346","WFDC21P"
"ENST00000590378","SHFL"
"ENST00000590449","BIRC5"
"ENST00000590575","EML2"
"ENST00000590615","ZNF155"
"ENST00000590631","RAD51D"
"ENST00000590756","AP1M1"
"ENST00000590762","UNC13D"
"ENST00000590783","EZH1"
"ENST00000590861","NFATC1"
"ENST00000590874","CAPNS1"
"ENST00000590906","KCTD15"
"ENST00000591034","CEP76"
"ENST00000591056","ZNF561-AS1"
"ENST00000591073","ZNF569"
"ENST00000591096","AARSD1"
"ENST00000591136","ACBD4"
"ENST00000591168","ZNF221"
"ENST00000591249","ATP5F1D"
"ENST00000591272","SRP68"
"ENST00000591295","ATXN7L3"
"ENST00000591380","ZNF570"
"ENST00000591456","HS2ST1"
"ENST00000591688","MRI1"
"ENST00000591727","NANOS3"
"ENST00000591792","MALT1"
"ENST00000591819","DNM2"
"ENST00000591878","MFSD12"
"ENST00000591925","ME2"
"ENST00000592095","ZNF180"
"ENST00000592115","BIRC5"
"ENST00000592247","RHPN2"
"ENST00000592326","USP36"
"ENST00000592329","ACOX1"
"ENST00000592369","TMEM161A"
"ENST00000592376","QTRT1"
"ENST00000592461","ZNF580"
"ENST00000592483","CAPNS1"
"ENST00000592501","GZMM"
"ENST00000592581","ZNF233"
"ENST00000592584","TLE2"
"ENST00000592643","H3-3B"
"ENST00000592746","GPATCH8"
"ENST00000592757","ABHD17A"
"ENST00000592769","QPCTL"
"ENST00000592776","PTPN2"
"ENST00000592819","SYCE2"
"ENST00000592841","UBA2"
"ENST00000592883","RFX2"
"ENST00000592890","LOC101927018"
"ENST00000592894","MPPE1"
"ENST00000593036","CDC34"
"ENST00000593151","EDDM13"
"ENST00000593259","MBTD1"
"ENST00000593337","IRF3"
"ENST00000593426","ZNF431"
"ENST00000593477","EGLN2"
"ENST00000593483","RCN3"
"ENST00000593547","PEX11G"
"ENST00000593568","LINC01515"
"ENST00000593650","ZNF615"
"ENST00000593687","ZNF546"
"ENST00000593754","SARS2"
"ENST00000593771","EXOSC5"
"ENST00000593775","TECR"
"ENST00000593844","DAPK3"
"ENST00000593970","INSR"
"ENST00000594038","CPT1C"
"ENST00000594303","ZNF544"
"ENST00000594587","CPT1C"
"ENST00000594594","AKAP8L"
"ENST00000594743","CD37"
"ENST00000594770","FBXO27"
"ENST00000594803","ZNF671"
"ENST00000594959","INTS6-AS1"
"ENST00000594990","SUPT5H"
"ENST00000595045","NOTCH3"
"ENST00000595114","ZNF615"
"ENST00000595142","MARCHF2"
"ENST00000595176","PNPLA6"
"ENST00000595309","LINC01676"
"ENST00000595348","ZNF414"
"ENST00000595402","ZNF702P"
"ENST00000595405","ZNF626"
"ENST00000595558","ZNF541"
"ENST00000595736","ZNF682"
"ENST00000595817","FARP1"
"ENST00000595928","ANKRD24"
"ENST00000596016","STRN4"
"ENST00000596228","LRMDA"
"ENST00000596295","HNRNPM"
"ENST00000596402","DKKL1"
"ENST00000596492","CD22"
"ENST00000596552","PLA2G4C-AS1"
"ENST00000596559","ZNF28"
"ENST00000596672","LIG1"
"ENST00000596784","NOVA2"
"ENST00000596907","PSG4"
"ENST00000596955","KLK13"
"ENST00000597144","LIX1L-AS1"
"ENST00000597151","LTBP4"
"ENST00000597173","TEX41"
"ENST00000597184","KCNN4"
"ENST00000597212","DMKN"
"ENST00000597743","CALM3"
"ENST00000597810","ZNF738"
"ENST00000598068","OCEL1"
"ENST00000598092","LINC01515"
"ENST00000598111","PDE4C"
"ENST00000598159","SSBP4"
"ENST00000598239","KLK15"
"ENST00000598292","AKAP8L"
"ENST00000598459","SUPT5H"
"ENST00000598532","GTPBP3"
"ENST00000598564","SH3GL1"
"ENST00000598629","ZNF417"
"ENST00000598704","SLC25A23"
"ENST00000598707","ECH1"
"ENST00000598754","IGFL2-AS1"
"ENST00000598836","KCNN4"
"ENST00000598999","HNRNPM"
"ENST00000599000","KXD1"
"ENST00000599117","SUPT5H"
"ENST00000599211","LIPE"
"ENST00000599238","ZNF584"
"ENST00000599258","ZNF350"
"ENST00000599267","CA11"
"ENST00000599343","SCN8A"
"ENST00000599389","CEACAM1"
"ENST00000599427","PCBP1-AS1"
"ENST00000599867","ZNF17"
"ENST00000599920","MYH14"
"ENST00000599926","SPTBN4"
"ENST00000599935","ZIM2"
"ENST00000600026","LTBP4"
"ENST00000600055","LIG1"
"ENST00000600344","ZNF134"
"ENST00000600368","ZNF432"
"ENST00000600517","ARHGEF1"
"ENST00000600596","HNRNPUL1"
"ENST00000600887","PPP3CB-AS1"
"ENST00000600951","CFAP221"
"ENST00000600966","A1BG"
"ENST00000601246","LYPD4"
"ENST00000601492","RPS19"
"ENST00000601514","RYR1"
"ENST00000601610","SYNGR4"
"ENST00000601652","TECR"
"ENST00000601711","ZNF766"
"ENST00000601715","ZNF780A"
"ENST00000601785","CD33"
"ENST00000601875","ZNF667-AS1"
"ENST00000601876","PLAUR"
"ENST00000601886","ANGPTL4"
"ENST00000602001","CRX"
"ENST00000602091","PCBP1-AS1"
"ENST00000602122","LSR"
"ENST00000602125","C19orf48"
"ENST00000602167","MAP2K2"
"ENST00000602181","FKRP"
"ENST00000602253","ZNF546"
"ENST00000602357","ASMTL-AS1"
"ENST00000602420","FTX"
"ENST00000602483","SNHG8"
"ENST00000602523","BMI1"
"ENST00000602656","ACD"
"ENST00000602743","COX10-AS1"
"ENST00000602924","CARMIL2"
"ENST00000602935","MIR99AHG"
"ENST00000603043","CDCA3"
"ENST00000603073","AKR1C2"
"ENST00000603161","STX8P1"
"ENST00000603228","LINC01588"
"ENST00000603313","BNC2"
"ENST00000604053","GTF3C6P3"
"ENST00000604069","FBXW7"
"ENST00000604285","SUMO2P15"
"ENST00000604404","FXYD3"
"ENST00000604481","LINC01355"
"ENST00000604524","ZSWIM8"
"ENST00000604932","BABAM2"
"ENST00000604946","BNIP3P4"
"ENST00000604952","MTRNR2L6"
"ENST00000604971","DUSP22"
"ENST00000605025","IGKV2OR2-2"
"ENST00000605109","REXO1L4P"
"ENST00000605159","CDK20"
"ENST00000605275","GALT"
"ENST00000605416","MCU"
"ENST00000605659","WDR11"
"ENST00000605757","SMIM15P2"
"ENST00000606181","KLHDC8A"
"ENST00000606288","SLC9A3-AS1"
"ENST00000606486","TATDN3"
"ENST00000606530","TBC1D7"
"ENST00000606602","SNX5"
"ENST00000606671","ZEB1"
"ENST00000606716","ZNF736"
"ENST00000607398","RSPH3"
"ENST00000607467","HAUS2"
"ENST00000607814","CTSA"
"ENST00000608318","H2BC19P"
"ENST00000608409","FAM227A"
"ENST00000608558","SRD5A3-AS1"
"ENST00000608568","SSX9P"
"ENST00000608632","CBR3-AS1"
"ENST00000608646","REXO1L1P"
"ENST00000608704","APBB1"
"ENST00000608892","SAP30-DT"
"ENST00000608996","SUSD4"
"ENST00000609033","PEF1-AS1"
"ENST00000609179","NRSN2"
"ENST00000609192","CBR3-AS1"
"ENST00000609293","LINC01990"
"ENST00000609443","GRM4"
"ENST00000609565","CYP1B1-AS1"
"ENST00000609613","OR10AB1P"
"ENST00000609696","CADM3-AS1"
"ENST00000609705","TEX41"
"ENST00000609712","GDI2"
"ENST00000004103","TMEM176A"
"ENST00000070846","PKP2"
"ENST00000075503","STYK1"
"ENST00000155840","KCNQ1"
"ENST00000167825","ARHGEF10L"
"ENST00000176643","ALDH3A2"
"ENST00000187830","PVR"
"ENST00000198536","PILRA"
"ENST00000199936","HSD17B2"
"ENST00000201963","DNMT3B"
"ENST00000206765","TGM1"
"ENST00000209540","OR1I1"
"ENST00000215530","FGF22"
"ENST00000216629","BDKRB1"
"ENST00000219022","OLFM4"
"ENST00000219235","CCL22"
"ENST00000219409","ARHGDIG"
"ENST00000219454","WFDC1"
"ENST00000220507","RHOV"
"ENST00000220940","GML"
"ENST00000221166","NEFM"
"ENST00000221327","ZNF180"
"ENST00000222033","ZNRF4"
"ENST00000222286","GAPDHS"
"ENST00000222381","PON1"
"ENST00000222543","TFPI2"
"ENST00000223076","IRS3P"
"ENST00000223795","TNFSF8"
"ENST00000225275","MPO"
"ENST00000225538","P2RX1"
"ENST00000225648","HOXB6"
"ENST00000225831","CCL2"
"ENST00000226218","VTN"
"ENST00000228226","HP"
"ENST00000228264","DDX11"
"ENST00000228468","ASIC1"
"ENST00000228936","ART4"
"ENST00000230321","MDFI"
"ENST00000231136","PCDHB6"
"ENST00000231461","ST8SIA4"
"ENST00000231721","SEMA3G"
"ENST00000233710","ACADL"
"ENST00000233957","IL18R1"
"ENST00000234313","PLEK"
"ENST00000234816","ANGPTL1"
"ENST00000235453","DENND1B"
"ENST00000236147","SELL"
"ENST00000236937","FCGR2B"
"ENST00000236979","TNP1"
"ENST00000239151","HOXB5"
"ENST00000240727","ZSCAN18"
"ENST00000242465","SRGN"
"ENST00000242804","ZNF442"
"ENST00000242872","CENPK"
"ENST00000243300","NRK"
"ENST00000243562","LTBP4"
"ENST00000243810","SP140L"
"ENST00000244799","OPN5"
"ENST00000245479","SOX9"
"ENST00000245983","GNRH2"
"ENST00000247271","OMG"
"ENST00000247879","TAS2R3"
"ENST00000248484","TNFRSF19"
"ENST00000248899","NCF4"
"ENST00000249075","LIF"
"ENST00000249330","VGF"
"ENST00000249776","KNSTRN"
"ENST00000250379","GEMIN2"
"ENST00000251864","TDRD1"
"ENST00000252322","CRACR2A"
"ENST00000252338","FAM155B"
"ENST00000252490","APOC2"
"ENST00000252597","USHBP1"
"ENST00000252984","ALKBH6"
"ENST00000253719","NAPSA"
"ENST00000254579","DNHD1"
"ENST00000255324","RNF17"
"ENST00000255499","RNF128"
"ENST00000255746","ZNF679"
"ENST00000256104","FABP4"
"ENST00000257118","PHC2"
"ENST00000257209","FHOD3"
"ENST00000257621","ASB4"
"ENST00000258187","NDRG4"
"ENST00000258362","PNKD"
"ENST00000258729","IGF2BP3"
"ENST00000258787","MYO1G"
"ENST00000259075","TANK"
"ENST00000259206","IL1RN"
"ENST00000259622","DMRT2"
"ENST00000260008","FHDC1"
"ENST00000260126","SLCO5A1"
"ENST00000260227","MMP7"
"ENST00000260505","TTLL7"
"ENST00000261172","EPYC"
"ENST00000261180","TRHDE"
"ENST00000261267","LYZ"
"ENST00000261699","L2HGDH"
"ENST00000261908","NEO1"
"ENST00000262018","SGCA"
"ENST00000262241","RCOR1"
"ENST00000262383","ZNF423"
"ENST00000262396","TRAF4"
"ENST00000262464","FBN2"
"ENST00000262625","KIRREL2"
"ENST00000262741","PIK3R3"
"ENST00000262825","CSF2RB"
"ENST00000262929","SIRPB1"
"ENST00000263174","PALMD"
"ENST00000263177","PLPPR5"
"ENST00000263341","IL1B"
"ENST00000263707","TFCP2L1"
"ENST00000263864","VAMP8"
"ENST00000264047","SLC5A7"
"ENST00000264218","NMU"
"ENST00000264231","POPDC2"
"ENST00000264381","BCHE"
"ENST00000264387","C2orf83"
"ENST00000264400","RASGEF1B"
"ENST00000264676","LRRC31"
"ENST00000264870","F13A1"
"ENST00000265080","RASGRF2"
"ENST00000265162","ENPEP"
"ENST00000265272","JAKMIP2"
"ENST00000265417","ADGRF5"
"ENST00000265724","ABCB1"
"ENST00000265727","ADAM22"
"ENST00000265801","LZTS1"
"ENST00000265843","EXPH5"
"ENST00000266252","RNF185"
"ENST00000266775","TDG"
"ENST00000267853","MYZAP"
"ENST00000268122","RHCG"
"ENST00000268164","ST8SIA2"
"ENST00000268296","ITGAX"
"ENST00000268459","NKD1"
"ENST00000268758","PIGS"
"ENST00000269217","LAMA3"
"ENST00000269361","CSNK1D"
"ENST00000269518","PMAIP1"
"ENST00000269834","ZIM3"
"ENST00000269881","CALR3"
"ENST00000270560","TM4SF5"
"ENST00000271636","CGN"
"ENST00000271751","KCNH1"
"ENST00000271776","VASH2"
"ENST00000271854","NUP210L"
"ENST00000272849","NRP2"
"ENST00000272895","ABCA12"
"ENST00000273610","UCN2"
"ENST00000273861","SLC10A4"
"ENST00000274820","RPL13P5"
"ENST00000275198","TAAR6"
"ENST00000275525","IGFBP1"
"ENST00000275575","PHTF2"
"ENST00000275635","LAT2"
"ENST00000275763","AGBL3"
"ENST00000275857","NLGN4X"
"ENST00000276925","CDKN2B"
"ENST00000277309","OR1K1"
"ENST00000277459","ASB6"
"ENST00000277551","CACNA1B"
"ENST00000278317","TNNT3"
"ENST00000278742","ST14"
"ENST00000278927","ESAM"
"ENST00000278949","MPZL3"
"ENST00000279441","MMP10"
"ENST00000280684","KCNA6"
"ENST00000280758","BTBD11"
"ENST00000281268","MUC15"
"ENST00000281437","BARX2"
"ENST00000281830","KCNE4"
"ENST00000281834","TNFSF4"
"ENST00000281924","TMEM163"
"ENST00000282050","ATP5F1A"
"ENST00000282096","PDE3B"
"ENST00000283269","CADPS"
"ENST00000284116","GDPD1"
"ENST00000284617","CCSAP"
"ENST00000285082","DPH3"
"ENST00000285393","ATP6V0D2"
"ENST00000285947","SETD9"
"ENST00000286301","CSF1R"
"ENST00000286424","TMBIM4"
"ENST00000286574","WIF1"
"ENST00000286639","BATF"
"ENST00000286758","CXCL13"
"ENST00000287020","GDF6"
"ENST00000287546","VPS8"
"ENST00000287590","B3GNT7"
"ENST00000288616","CABP1"
"ENST00000289135","ESYT3"
"ENST00000289707","SLAMF8"
"ENST00000289877","SLC45A1"
"ENST00000289902","FCER1G"
"ENST00000290271","STC1"
"ENST00000291478","KALRN"
"ENST00000292199","NLRX1"
"ENST00000292432","HK3"
"ENST00000292896","HBE1"
"ENST00000293208","SAP30BP"
"ENST00000293373","NCKAP1L"
"ENST00000293829","FGF11"
"ENST00000293874","PIGQ"
"ENST00000293922","PTX4"
"ENST00000294312","FGF19"
"ENST00000294638","LHX8"
"ENST00000295201","TEKT4"
"ENST00000295591","IGFN1"
"ENST00000295755","RETNLB"
"ENST00000295777","SERPINI1"
"ENST00000295834","FABP1"
"ENST00000295910","ERICH6"
"ENST00000296029","PF4"
"ENST00000296315","ARHGEF3"
"ENST00000296414","DAPP1"
"ENST00000296506","SCRG1"
"ENST00000296585","ITGA2"
"ENST00000296589","SLC45A2"
"ENST00000296591","EDIL3"
"ENST00000296677","F2RL1"
"ENST00000296799","ARHGEF28"
"ENST00000296812","FBXO4"
"ENST00000296861","TNFRSF21"
"ENST00000297142","NEUROD6"
"ENST00000297450","ANGPT1"
"ENST00000298231","PHOX2A"
"ENST00000298283","RPL10L"
"ENST00000298352","NGB"
"ENST00000298628","SARDH"
"ENST00000299004","AMOTL1"
"ENST00000299185","DEPDC4"
"ENST00000299340","CYYR1"
"ENST00000299502","SERPINB2"
"ENST00000299840","VWA3A"
"ENST00000300481","TRPM2"
"ENST00000301008","JPH3"
"ENST00000301046","LALBA"
"ENST00000301190","ANKRD33"
"ENST00000301420","KLK1"
"ENST00000301599","TMEM88"
"ENST00000301618","MGAT5B"
"ENST00000301938","FBXW10"
"ENST00000301944","NXNL1"
"ENST00000302014","CD14"
"ENST00000302176","DCLK2"
"ENST00000302303","RFX3"
"ENST00000302500","CLCC1"
"ENST00000302625","CDK5R2"
"ENST00000302917","TEX13B"
"ENST00000303025","ARHGAP6"
"ENST00000303088","RFXANK"
"ENST00000303758","HMGN1P35"
"ENST00000303759","CHCHD7"
"ENST00000303965","ARAP2"
"ENST00000304218","H1-4"
"ENST00000304411","GPR27"
"ENST00000304506","IL13"
"ENST00000304625","RNASE2"
"ENST00000304677","RNASE6"
"ENST00000304778","LONRF3"
"ENST00000304813","GOLGA2P5"
"ENST00000304880","OR1N1"
"ENST00000305456","OR7G2"
"ENST00000305864","EMCN"
"ENST00000305869","CCL11"
"ENST00000306051","PTGDR"
"ENST00000306729","ASPSCR1"
"ENST00000307116","P4HA1"
"ENST00000307194","GIMAP1"
"ENST00000307271","GIMAP8"
"ENST00000307322","OR10A2"
"ENST00000307333","ANTXR2"
"ENST00000307360","PCDHA10"
"ENST00000307403","RBM33"
"ENST00000307468","ZIK1"
"ENST00000307632","OR52K1"
"ENST00000307751","LGALS4"
"ENST00000307859","TRIM40"
"ENST00000308100","DIRC1"
"ENST00000308497","STOX2"
"ENST00000308537","PDZRN3"
"ENST00000308731","BTK"
"ENST00000308942","SIPA1L2"
"ENST00000309170","P2RY14"
"ENST00000309731","GRAMD2A"
"ENST00000309758","HSPA6"
"ENST00000309931","DAW1"
"ENST00000310346","TBX5"
"ENST00000310532","DDX31"
"ENST00000310758","ELMO1"
"ENST00000310858","TNS1"
"ENST00000311450","PLAC8L1"
"ENST00000311459","DMAC2L"
"ENST00000311489","IMPA1"
"ENST00000311745","RBFOX1"
"ENST00000312316","DNAJB5"
"ENST00000312584","TNFRSF10D"
"ENST00000312876","KRT18P60"
"ENST00000313022","OR8H1"
"ENST00000313400","ASTN2"
"ENST00000313771","FAS"
"ENST00000315170","PRSS50"
"ENST00000315693","OR4K13"
"ENST00000315808","PHF20L1"
"ENST00000315849","ZNF114"
"ENST00000315930","FGF13"
"ENST00000315997","C16orf89"
"ENST00000316227","PRIMA1"
"ENST00000316770","OR10Q1"
"ENST00000317063","CHTF18"
"ENST00000317310","CD300LG"
"ENST00000317477","KANK4"
"ENST00000317543","SLURP2"
"ENST00000317552","MID1"
"ENST00000317643","SIGLEC7"
"ENST00000317814","HES7"
"ENST00000317931","L3MBTL4"
"ENST00000318426","LINC01559"
"ENST00000318504","ZNF185"
"ENST00000318876","ZFYVE1"
"ENST00000319332","P3H2"
"ENST00000319801","PUM2"
"ENST00000320002","OR2G3"
"ENST00000320370","ITPRID2"
"ENST00000320477","CIDEA"
"ENST00000320578","RAB39A"
"ENST00000320746","ADAM20P1"
"ENST00000320868","HBA1"
"ENST00000321535","FBXO39"
"ENST00000322002","SOX11"
"ENST00000322165","HSD17B6"
"ENST00000322176","DNPEP"
"ENST00000322247","FAM210A"
"ENST00000322329","RPRML"
"ENST00000322834","ZNF584"
"ENST00000323289","ADGRB1"
"ENST00000323675","SPEM1"
"ENST00000323906","CD37"
"ENST00000324060","OR2Z1"
"ENST00000324446","TTTY14"
"ENST00000325962","MEIOB"
"ENST00000326813","DNAI3"
"ENST00000327111","NR2F1"
"ENST00000327154","RPAIN"
"ENST00000327790","PLPP2"
"ENST00000328041","SLC24A3"
"ENST00000328942","OR52A1"
"ENST00000329021","NFAM1"
"ENST00000329524","NFATC3"
"ENST00000329654","PDE4B"
"ENST00000329798","FREM3"
"ENST00000329858","LPAR5"
"ENST00000330243","IRF7"
"ENST00000330276","SV2B"
"ENST00000330675","TMCC2"
"ENST00000330793","CD300C"
"ENST00000330943","SNX20"
"ENST00000331256","ACP7"
"ENST00000331267","RPL21P132"
"ENST00000331491","H3C13"
"ENST00000331849","ACSM5"
"ENST00000331858","SLC35D3"
"ENST00000331941","CSF3R"
"ENST00000332132","FAM104B"
"ENST00000332558","FLJ40288"
"ENST00000332826","ANO9"
"ENST00000332981","PRKCH"
"ENST00000333039","NPTXR"
"ENST00000333383","NPB"
"ENST00000333611","LIMK2"
"ENST00000333837","NELL2"
"ENST00000334029","PRODH"
"ENST00000334151","KRTAP19-5"
"ENST00000334194","CYP4Z1"
"ENST00000334634","TRIM46"
"ENST00000335049","RASSF6"
"ENST00000335185","CCDC73"
"ENST00000335625","GABRA5"
"ENST00000335712","BCL11A"
"ENST00000335867","DACT1"
"ENST00000336237","NDUFAF7"
"ENST00000336356","LRAT"
"ENST00000336375","ACP3"
"ENST00000336769","TAFA5"
"ENST00000337385","KCNE1"
"ENST00000337514","IGF1"
"ENST00000337940","NR1I2"
"ENST00000337990","ZC4H2"
"ENST00000338313","TAGAP"
"ENST00000338359","RFLNA"
"ENST00000338465","USP37"
"ENST00000338469","TREM2"
"ENST00000338502","SPRED3"
"ENST00000338624","MBOAT7"
"ENST00000339091","TFPI"
"ENST00000339142","C1QTNF1"
"ENST00000339375","TMEM130"
"ENST00000339598","OTOF"
"ENST00000339746","ANKRD6"
"ENST00000339992","HMX2"
"ENST00000340023","FPR2"
"ENST00000340062","STYXL1"
"ENST00000340134","IFITM10"
"ENST00000340208","MEF2C"
"ENST00000340369","XIRP1"
"ENST00000340625","BCLAF3"
"ENST00000340699","PBX1"
"ENST00000340726","EYA1"
"ENST00000340900","RNASE1"
"ENST00000340940","KLRG2"
"ENST00000340972","MAP2K5"
"ENST00000341184","MGAT3"
"ENST00000341197","TOX2"
"ENST00000341319","KLHL6"
"ENST00000341415","IGFL3"
"ENST00000341420","FLRT3"
"ENST00000341550","ING4"
"ENST00000341698","PEDS1-UBE2V1"
"ENST00000341753","TRIM28"
"ENST00000341952","CCDC62"
"ENST00000341990","CNTNAP3B"
"ENST00000342022","CCDC30"
"ENST00000342175","TTN"
"ENST00000342232","JPH1"
"ENST00000342247","CECR2"
"ENST00000342315","OAS2"
"ENST00000342380","ASTL"
"ENST00000342404","CCDC83"
"ENST00000342649","TCAIM"
"ENST00000342795","CFLAR"
"ENST00000342943","SUSD4"
"ENST00000343131","SYCE1"
"ENST00000343245","ATG5"
"ENST00000343258","VAV3"
"ENST00000343290","TRIP12"
"ENST00000343358","FAM98C"
"ENST00000343376","FDX2"
"ENST00000343534","C1orf162"
"ENST00000343677","H1-2"
"ENST00000343730","MED22"
"ENST00000343811","MROH8"
"ENST00000344033","FAM32BP"
"ENST00000344300","C15orf48"
"ENST00000344644","UGT1A10"
"ENST00000344754","SIGLEC1"
"ENST00000345127","PRICKLE1"
"ENST00000345517","ACTG2"
"ENST00000345589","TMEM130"
"ENST00000345724","MALT1"
"ENST00000345843","RBPJ"
"ENST00000345901","P2RX5"
"ENST00000346219","DLEC1"
"ENST00000346832","ABI1"
"ENST00000347215","PMEPA1"
"ENST00000347466","ZNF419"
"ENST00000347936","SLC22A18"
"ENST00000348261","CACNA1H"
"ENST00000348476","ARID4A"
"ENST00000348795","SNCG"
"ENST00000349051","NUDT13"
"ENST00000349124","PTP4A3"
"ENST00000350889","STMN4"
"ENST00000350896","MSR1"
"ENST00000352845","PKP1"
"ENST00000353004","MAL"
"ENST00000354071","BRCA1"
"ENST00000354381","KANK4"
"ENST00000354498","MAP2K5"
"ENST00000354565","OR5H1"
"ENST00000354625","RPS6KL1"
"ENST00000354771","UBE2Q2P1"
"ENST00000354852","TRIM6-TRIM34"
"ENST00000354900","LSR"
"ENST00000355044","ATRNL1"
"ENST00000355085","C5AR1"
"ENST00000355189","MIR548XHG"
"ENST00000355371","SHTN1"
"ENST00000355395","GABRA5"
"ENST00000355650","ZNF253"
"ENST00000355868","WDR88"
"ENST00000356033","JPT1"
"ENST00000356130","OR8B4"
"ENST00000356456","ZNF140"
"ENST00000356517","AADACL2"
"ENST00000356524","SAA1"
"ENST00000356535","FABP7"
"ENST00000356858","C10orf90"
"ENST00000356864","TNFRSF10C"
"ENST00000356878","PCDHA7"
"ENST00000357116","KITLG"
"ENST00000357183","RAET1E"
"ENST00000357198","DOK3"
"ENST00000357434","CEP350"
"ENST00000357585","SSTR2"
"ENST00000357666","ZNF816"
"ENST00000357730","SLC6A9"
"ENST00000357878","HMX3"
"ENST00000357948","CADPS"
"ENST00000358229","ENPP3"
"ENST00000358338","CACNA1E"
"ENST00000358550","SIPA1L1"
"ENST00000358739","H2AC13"
"ENST00000358842","GK2"
"ENST00000358855","NOL8"
"ENST00000359032","AP2A1"
"ENST00000359188","ABI1"
"ENST00000359195","PIK3CG"
"ENST00000359206","ABCB4"
"ENST00000359237","PLAC1"
"ENST00000359244","FAM86C1P"
"ENST00000359274","PLD3"
"ENST00000359376","PLCG2"
"ENST00000359421","CIBAR1"
"ENST00000359446","LDLRAD4"
"ENST00000359597","TP53"
"ENST00000359632","HPS1"
"ENST00000359645","MBP"
"ENST00000359675","NDRG3"
"ENST00000359801","SIRPB2"
"ENST00000359902","CCDC88B"
"ENST00000360028","DCAF12L2"
"ENST00000360085","PYY"
"ENST00000360222","ADGRE2"
"ENST00000360374","OR5B21"
"ENST00000360561","TACC2"
"ENST00000360731","CLIC6"
"ENST00000360786","GJA9"
"ENST00000360804","SPP1"
"ENST00000361005","PRSS3"
"ENST00000361209","ASTN2"
"ENST00000361278","TBRG4"
"ENST00000361475","TGM2"
"ENST00000361487","PAX9"
"ENST00000361569","MAPK10"
"ENST00000361603","COL4A5"
"ENST00000361618","MFAP3L"
"ENST00000361660","TYW1"
"ENST00000361684","TMEM184B"
"ENST00000361897","NOS1AP"
"ENST00000362032","SUCNR1"
"ENST00000362168","MIR210"
"ENST00000362443","RNU4-82P"
"ENST00000362520","SNORD114-7"
"ENST00000363008","RN7SKP149"
"ENST00000363235","RNU6-251P"
"ENST00000363497","SNORD113-8"
"ENST00000364047","RNU6-553P"
"ENST00000364270","RN7SKP128"
"ENST00000364393","SNORD114-6"
"ENST00000364578","SNORA63C"
"ENST00000364876","RNU6-828P"
"ENST00000365130","RNU1-36P"
"ENST00000365522","RN7SKP292"
"ENST00000366333","ANAPC5"
"ENST00000366394","NUMA1"
"ENST00000366557","KMO"
"ENST00000366559","KMO"
"ENST00000366809","AFDN"
"ENST00000366855","RNASET2"
"ENST00000366953","SLC22A2"
"ENST00000366967","VASH2"
"ENST00000367129","FAM72A"
"ENST00000367245","MYCT1"
"ENST00000367357","NR5A2"
"ENST00000367362","NR5A2"
"ENST00000367383","NEK7"
"ENST00000367396","DENND1B"
"ENST00000367441","RO60"
"ENST00000367448","UCHL5"
"ENST00000367474","SAMD5"
"ENST00000367480","STXBP5"
"ENST00000367535","NCF2"
"ENST00000367536","NCF2"
"ENST00000367538","SMG7"
"ENST00000367652","TXLNB"
"ENST00000367661","PAPPA2"
"ENST00000367755","FMO3"
"ENST00000367835","GPR161"
"ENST00000367881","TMCO1"
"ENST00000367909","RGS4"
"ENST00000367935","SPATA46"
"ENST00000368012","NECTIN4"
"ENST00000368045","CD48"
"ENST00000368046","CD48"
"ENST00000368086","IGSF8"
"ENST00000368092","SLAMF9"
"ENST00000368124","CADM3"
"ENST00000368125","CADM3"
"ENST00000368141","MNDA"
"ENST00000368171","CD1D"
"ENST00000368221","CRABP2"
"ENST00000368279","PMF1"
"ENST00000368326","CENPW"
"ENST00000368406","EFNA1"
"ENST00000368456","PYGO2"
"ENST00000368507","ROS1"
